Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
19 June 2016,145.0,OsmiumCoin,OS76,3754.0,0.004199,894026.0,1536.0,-0.2,-67.93,0.0
