Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
18 January 2015,93.0,Unitus,UIS,2959.0,0.001209,2448476.0,586.0,-4.8,-8.86,0.0
