Date,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,% 1h,% 24h,% 7d
11 August 2013,36.0,Lebowskis,LBW,9327.0,0.015259,611238.0,,0.18,49.52,236.51
04 August 2013,47.0,Lebowskis,LBW,2581.0,0.006309,409186.0,,0.76,10.11,-2.71
28 July 2013,47.0,Lebowskis,LBW,911.0,0.004389,207550.0,,-20.12,0.0,0.0
