Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
19 April 2020,171.0,Okschain,OKS,24558044.0,0.021631,1135330000.0,19773.0,3.93,-3.17,755.94
