Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
30 March 2014,198.0,FoxCoin,FOX,2960.0,0.000123,24072556.0,116.0,-17.44,-13.66,0.0
