Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
01 June 2014,132.0,Wincoin,WIN,13212.0,0.000818,16153483.0,886.0,-28.51,1.33,0.0
