Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
07 September 2014,130.0,NewWorldOrderCoin,NWO,9444.0,0.008435,1119632.0,545.0,-0.42,-6.15,0.0
