Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
23 April 2017,182.0,HappyPay,HPAY,683822.0,0.062688,10908400.0,16706.0,-0.22,1150.86,0.0
