Date,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,% 1h,% 24h,% 7d
07 July 2013,37.0,AmericanCoin,AMC,1185.0,0.001074,1103500.0,,1.27,28.46,-44.74
30 June 2013,24.0,AmericanCoin,AMC,2106.0,0.001933,1089500.0,,-0.51,0.86,-16.72
23 June 2013,24.0,AmericanCoin,AMC,2422.0,0.002282,1061200.0,,-0.23,-9.95,7.5
16 June 2013,21.0,AmericanCoin,AMC,2148.0,0.002115,1015900.0,,-0.01,-0.54,-50.09
09 June 2013,18.0,AmericanCoin,AMC,4150.0,0.004178,993300.0,,-2.57,0.0,0.0
