Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
25 January 2015,107.0,XDECoin,XDE,10267.0,101.49,101.0,995.0,-0.72,-13.97,0.0
