Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
13 September 2015,82.0,Botcoin,BOT,15449.0,0.384955,40131.0,2335.0,0.46,-37.17,0.0
