Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
14 December 2014,107.0,Kingdom Coin,KING,5507.0,0.005528,996340.0,974.0,-19.33,0.0,0.0
