Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
17 May 2015,85.0,DarkCrave,DCC,16981.0,0.064696,262475.0,3371.0,-1.34,-21.09,0.0
