Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
10 April 2016,171.0,OctoCoin,888,18115.0,0.000443,40929509.0,1229.0,-8.72,163.8,-54.12
05 October 2014,196.0,OctoCoin,888,38384.0,0.001221,31432751.0,86.0,2.4,-3.42,13.2
21 September 2014,193.0,OctoCoin,888,40846.0,0.001336,30571959.0,60.0,0.17,-14.26,-37.85
14 September 2014,177.0,OctoCoin,888,64756.0,0.002151,30111895.0,325.0,0.16,-2.17,-5.01
07 September 2014,171.0,OctoCoin,888,64921.0,0.00219,29650687.0,198.0,-13.89,-2.33,8.13
31 August 2014,175.0,OctoCoin,888,59483.0,0.00204,29157711.0,198.0,-2.6,-5.74,7.96
24 August 2014,167.0,OctoCoin,888,51253.0,0.001789,28646079.0,192.0,-1.11,-22.03,-27.52
17 August 2014,134.0,OctoCoin,888,69549.0,0.002474,28114911.0,260.0,0.68,-4.15,-3.57
10 August 2014,151.0,OctoCoin,888,70818.0,0.002565,27606975.0,188.0,0.19,-8.57,-22.13
03 August 2014,152.0,OctoCoin,888,89639.0,0.003309,27091207.0,117.0,-0.97,1.62,-10.83
27 July 2014,143.0,OctoCoin,888,95133.0,0.003575,26610728.0,327.0,-0.66,-1.36,-8.28
20 July 2014,151.0,OctoCoin,888,103362.0,0.003962,26089856.0,178.0,-0.39,6.23,-12.47
13 July 2014,155.0,OctoCoin,888,117583.0,0.004586,25639736.0,404.0,4.41,22.04,-15.12
06 July 2014,72.0,OctoCoin,888,133742.0,0.005315,25161456.0,1244.0,-1.47,-21.01,-39.3
29 June 2014,73.0,OctoCoin,888,213307.0,0.008637,24697168.0,1142.0,-3.86,-19.82,33.32
22 June 2014,85.0,OctoCoin,888,153255.0,0.006344,24158168.0,1043.0,-2.84,11.14,76.25
15 June 2014,98.0,OctoCoin,888,85501.0,0.003643,23471548.0,500.0,1.11,-4.95,52.26
08 June 2014,166.0,OctoCoin,888,53974.0,0.002415,22348060.0,287.0,-7.81,-11.89,-2.75
01 June 2014,170.0,OctoCoin,888,51582.0,0.002416,21350908.0,204.0,-1.86,-4.19,-7.99
25 May 2014,113.0,OctoCoin,888,51900.0,0.002568,20212848.0,552.0,-0.64,-18.64,-2.65
18 May 2014,153.0,OctoCoin,888,49959.0,0.002623,19048312.0,358.0,0.16,-13.5,-21.15
11 May 2014,150.0,OctoCoin,888,59521.0,0.003345,17796504.0,245.0,0.16,-1.83,39.26
04 May 2014,159.0,OctoCoin,888,36473.0,0.002209,16512687.0,124.0,0.24,-32.39,-10.18
27 April 2014,153.0,OctoCoin,888,38141.0,0.002498,15267183.0,16.0,1.65,-0.75,33.91
20 April 2014,174.0,OctoCoin,888,24457.0,0.001742,14038559.0,18.0,-0.05,-17.32,0.0
06 April 2014,144.0,OctoCoin,888,32829.0,0.00284,11558143.0,19.0,-0.34,-11.93,5.04
30 March 2014,144.0,OctoCoin,888,25845.0,0.002504,10319479.0,247.0,-18.76,-12.61,-28.64
23 March 2014,102.0,OctoCoin,888,31830.0,0.003511,9066759.0,549.0,-0.95,-11.28,0.0
