Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
01 May 2016,178.0,Cryptokenz,CYT,169536.0,2.21,76604.0,252.0,879.16,0.0,0.0
