Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
09 April 2017,145.0,CageCoin,CAGE,830372.0,8e-06,101168328395.0,2596.0,-2.09,-93.31,12.25
05 February 2017,110.0,CageCoin,CAGE,803375.0,8e-06,101168328395.0,3042.0,-0.12,-12.56,> 9000
04 May 2014,185.0,CageCoin,CAGE,14960.0,0.0,62011633664.0,99.0,0.43,17.17,0.56
27 April 2014,180.0,CageCoin,CAGE,14587.0,0.0,61126426624.0,61.0,-0.5,-7.4,-27.83
20 April 2014,179.0,CageCoin,CAGE,19163.0,0.0,60052463616.0,187.0,-0.24,-10.95,0.0
