Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
11 January 2015,96.0,LemurCoin,LMR,6873.0,0.068732,100000.0,808.0,6.63,64.54,323.11
