Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
01 March 2020,179.0,ChronoCoin,CRN,23714396.0,0.011004,2155029487.0,722744.0,-0.01,27.18,69.56
