Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
03 May 2015,96.0,EnigmaCoin,EGMA,3268.0,0.003301,990100.0,1128.0,0.06,-6.28,0.0
