Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
10 February 2019,196.0,CoinUs,CNUS,12424389.0,0.036542,340000000.0,285297.0,0.61,2.18,14.4
