Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
10 December 2017,186.0,Bitzeny,ZNY,27396973.0,0.362324,75614500.0,698197.0,1.08,28.27,1061.15
