Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
02 November 2014,115.0,Scattercoin,XSTC,205.0,0.000567,361514.0,5518.0,-0.2,-27.54,0.0
