Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
04 October 2020,33.0,Mobius,MOBI,630854227.0,1.22,515082884.0,155688.0,1.44,0.97,-1.71
27 September 2020,33.0,Mobius,MOBI,641818709.0,1.25,515082884.0,216937.0,-0.05,0.35,> 9000
