Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
21 October 2018,199.0,Cryptaur,CPT,21967797.0,0.003005,7310211595.0,103745.0,-0.27,-0.24,6.22
