Date,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,Volumen (24h),% 1h,% 24h,% 7d
17 March 2019,97.0,Ormeus Coin,ORMEUS,44641761.0,1.24,35904998.0,2630529.0,-1.64,1.28,2056.48
